Reviewed by,Notes,"Score (-1=copyright, ?=questionable, 0=unrelated, 1=poor, 2=average, 3=good, 4=great, 5=pro, Approved=assume okay given past videos)",In playlist on anyTVgames?,YouTube views,User,Country Code,Country Name,Video_Link,Video_Offer,Video_Clicks
George,,Approved,,"3,690",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=eZrS4CSbbJg,Star Wars: The Old Republic (SWTOR),3
George,,Approved,,"3,659",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=TeA9GIjLdLg,The Secret World,3
George,,Approved,,"3,653",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=_K9QAPo8UXs,The Secret World,2
George,,Approved,,"3,650",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=YEMRMu21BGg,Guild Wars 2,1
George,,Approved,,"3,557",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=fWEBgDpvsgQ,Guild Wars 2,15
George,,Approved,,"3,544",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=5qfj2xNhVaY,Tera,4
George,,Approved,,"3,543",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=87w80fXfC9s,The Secret World,1
George,,Approved,,"3,515",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=uvSzuAyCvKI,Guild Wars 2,4
George,,Approved,,"3,469",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=GMAoprwjHf0,Guild Wars 2,3
George,,Approved,,"3,467",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=oFAz9vhnqLA,Aion,4
George,,Approved,,"3,448",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ZFtJOQgHiLw,Guild Wars 2,9
George,,Approved,,"3,441",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=cfw2xKcI3cU,Guild Wars 2,1
George,,Approved,,"3,415",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=X26MmqYPp3Y,The Secret World,3
George,,Approved,,"3,395",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=1Qbf8JYd630,The Secret World,2
George,,Approved,,"3,371",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=zUojVR0Y2GM,Guild Wars 2,5
George,,Approved,,"3,357",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=R90ywc9ulRs,The Secret World,1
George,,Approved,,"3,311",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=-gTs77IqZ-k,Aion,3
George,,Approved,,"3,227",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=9UR-atqDrnM,Star Wars: The Old Republic (SWTOR),4
George,,Approved,,"3,216",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=jS3-Uwgo92g,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"3,203",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Fqwyxh_ATcs,The Secret World,2
George,,Approved,,"3,013",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=SHK73vIDzYs,The Secret World,1
George,,Approved,,"2,981",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wCeesT7xTyc,Aion,2
George,,Approved,,"2,936",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=DI9-bT5IyPI,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"2,715",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=xWmz7GeXceQ,The Secret World,3
George,,Approved,,"2,714",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=-Knk105E4bo,Aion,4
George,,Approved,,"2,703",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=zMFm_w-V3-4,The Secret World,1
George,,Approved,,"2,691",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=CaN3_E3pEaQ,Guild Wars 2,2
George,,Approved,,"2,667",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=T5Sh0WIjeC4,Guild Wars 2,2
George,,Approved,,"2,666",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=s0Xxpp8uN90,Guild Wars 2,12
George,,Approved,,"2,609",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=0Gl_P4RE50E,Guild Wars 2,2
Sohaib,,Approved,,"2,549",Ayin Maiden,,,www.youtube.com/watch?v=zooDeD1X3q0,Guild Wars 2,1
George,,Approved,,"2,520",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wwyQ0oo5A3U,The Secret World,4
George,,Approved,,"2,446",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=m8lfq1QINso,Guild Wars 2,3
George,,Approved,,"2,428",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Dj-KQO1J7xE,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"2,416",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=f0xFDBoR98w,Guild Wars 2,2
George,,Approved,,"2,414",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=kWjVuyPiKH8,Guild Wars 2,1
George,,Approved,,"2,408",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=v31thBj61nA,Aion,3
George,,Approved,,"2,373",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=iRkGyBMuOng,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"2,370",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=H0sWOKqEZvg,The Secret World,1
George,,Approved,,"2,350",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=fOZQT2GSfDM,Star Wars: The Old Republic (SWTOR),3
George,,Approved,,"2,284",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=8QkPEtzS-ak,Guild Wars 2,1
George,,Approved,,"2,282",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=IHOiCYLgPyE,The Secret World,2
George,,Approved,,"2,264",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=mDdSGTJqCSU,Guild Wars 2,3
George,,Approved,,"2,260",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=sNnAbhksFbI,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"2,208",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=8Il-PQk50OY,The Secret World,3
George,,Approved,,"2,204",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=nQh_RuKJa_A,Guild Wars 2,1
George,,Approved,,"2,182",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=nMBaCmKEBcY,Guild Wars 2,15
George,,Approved,,"2,180",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=MLonFd55oTU,Guild Wars 2,1
George,,Approved,,"2,171",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=_le2dKIhEzQ,Guild Wars 2,1
George,,Approved,,"2,162",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=_zRrb6bpg-E,The Secret World,2
George,,Approved,,"2,152",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Uo0KW-lBsP0,Guild Wars 2,2
George,,Approved,,"2,105",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Tp_HErNt7Ic,The Secret World,2
George,,Approved,,"2,083",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=WqD7h7UQGOk,Guild Wars 2,4
George,,Approved,,"2,076",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=8OdPaG_hMoU,Guild Wars 2,5
George,,Approved,,"2,075",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=BI-n8m82VkQ,The Secret World,2
George,,Approved,,"2,072",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=M-8W_BdZ-dM,The Secret World,1
George,,Approved,,"2,059",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=I-OWvR6jMb4,Guild Wars 2,1
George,,Approved,,"2,042",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=tL6hj_EdN5E,Guild Wars 2,2
George,,Approved,,"2,009",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ltJ3Okn75B4,Guild Wars 2,1
George,,Approved,,"2,009",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Nkg2Oyg9x20,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"1,924",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=XQitaZ9WF4k,Guild Wars 2,2
George,,Approved,,"1,891",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=KD8rfKy8gSI,Guild Wars 2,13
George,,Approved,,"1,826",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=QWQfiiUX3u0,Aion,1
George,,Approved,,"1,794",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=tdH4GfFe0Hc,Guild Wars 2,12
George,,Approved,,"1,787",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=BMiiwx_9fg0,The Secret World,1
George,,Approved,,"1,760",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=YSyquXmClJ8,Guild Wars 2,8
George,,Approved,,"1,745",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=aVVJbF1fqbk,Tera,1
George,,Approved,,"1,739",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=SP4i4R0susw,Tera,1
George,,Approved,,"1,734",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=7Ytg0HnnEG0,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"1,694",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=yHdD5TQGc1g,Guild Wars 2,1
George,,Approved,,"1,663",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Js3pk-8VzEw,Guild Wars 2,2
George,,Approved,,"1,649",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=oHvba74vYRM,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"1,640",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wJOLcbMtlxQ,Guild Wars 2,7
George,,Approved,,"1,548",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=G3B9ZZHGcf8,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,"1,540",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=J_tMCzANkOQ,Guild Wars 2,8
George,,Approved,,"1,539",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=fY0du-MlT1A,Guild Wars 2,7
George,,Approved,,"1,519",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=7VuR2iI67Xk,The Secret World,2
George,,Approved,,"1,496",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=powlKoZZ6-8,Guild Wars 2,1
George,,Approved,,"1,495",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=xHzT6yMylzU,Guild Wars 2,2
George,,Approved,,"1,492",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ZxSewTYFA_0,Guild Wars 2,1
George,,Approved,,"1,486",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Faqd1SFz1IA,Guild Wars 2,8
George,,Approved,,"1,427",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=efNGYOO0p0o,Guild Wars 2,7
George,,Approved,,"1,421",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=WGRBiu6LQWk,Guild Wars 2,1
George,,Approved,,"1,385",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ubSVnQOBqeM,Guild Wars 2,5
George,,Approved,,"1,370",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=KQZFdD_ZTTY,Guild Wars 2,3
George,,Approved,,"1,359",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=l_ZpExU3OY4,Guild Wars 2,2
George,,Approved,,"1,354",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=NmruYHg3m08,Guild Wars 2,7
George,,Approved,,"1,307",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=8XhhpCZ5dBM,Guild Wars 2,4
George,,Approved,,"1,306",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=oLsDlzE81T8,Guild Wars 2,2
George,,Approved,,"1,278",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=4veHdYht_U4,Guild Wars 2,1
George,,Approved,,"1,256",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=qzajrQpNEZY,Guild Wars 2,1
George,,Approved,,"1,253",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=F7TLCG6vZZg,Guild Wars 2,3
George,,Approved,,"1,244",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ylhP0pK1Ox0,Guild Wars 2,1
George,,Approved,,"1,211",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=iXdonavv9tU,Guild Wars 2,6
George,,Approved,,"1,204",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=zE637uOj61o,Guild Wars 2,3
George,,Approved,,"1,197",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=k17-7r_6dSY,Guild Wars 2,1
George,,Approved,,"1,188",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=yOu02w5XKhM,The Secret World,1
George,,Approved,,"1,178",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=yYogBDK2AhY,Guild Wars 2,1
George,,Approved,,"1,163",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=2GhyM1nJnDM,The Secret World,1
George,,Approved,,"1,148",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=A30uLguUV4Q,Guild Wars 2,1
George,,Approved,,"1,141",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=pK6WBmZkkvk,The Secret World,2
George,,Approved,,"1,118",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=UlvC7tiF-L8,The Secret World,1
George,,Approved,,"1,112",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=vw5hGJgyFfQ,Guild Wars 2,1
George,,Approved,,"1,110",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=caz8_SqghmY,Guild Wars 2,2
George,,Approved,,"1,094",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=hF5nPca3usY,Aion,2
George,,Approved,,"1,091",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=DWBHmeAJhT0,Guild Wars 2,10
George,,Approved,,"1,078",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=OWWOiFUjf88,Guild Wars 2,2
George,,Approved,,"1,058",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=9CIO5TGYgCA,Guild Wars 2,3
George,,Approved,,"1,032",Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=eeHGBSBZXYA,Guild Wars 2,2
Sohaib,,Approved,,"1,028",Ayin Maiden,,,www.youtube.com/watch?v=5us7J99MQzk,Guild Wars 2,3
Sohaib,,Approved,,"1,006",Ayin Maiden,,,www.youtube.com/watch?v=ccvbPNX9AAQ,The Secret World,1
George,,Approved,,997,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=SSAD5pkAgEw,Guild Wars 2,2
George,,Approved,,978,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wMOkhoIlsSI,Guild Wars 2,2
George,,Approved,,970,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=cOLhKOXJBCI,Guild Wars 2,2
George,,Approved,,968,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ljsTHBKZN6Y,The Secret World,1
George,,Approved,,964,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=whwZy7_Y4pE,Guild Wars 2,9
George,,Approved,,948,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=_GsACJBVhV0,Guild Wars 2,1
George,,Approved,,936,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=mA54MBk6lHo,Guild Wars 2,1
George,,Approved,,929,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ThK1KvSsbOw,Guild Wars 2,4
George,,Approved,,913,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wTuU6ol301Q,Guild Wars 2,1
George,,Approved,,910,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=0pNRCttOhXM,The Secret World,1
George,,Approved,,905,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=pLzoBpE3lCM,Guild Wars 2,4
George,,Approved,,896,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=sQ1_FZ8lBZU,Guild Wars 2,1
George,,Approved,,889,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=hS-dR4CvD78,Guild Wars 2,3
George,,Approved,,881,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=sQpBcMb4IZ4,Guild Wars 2,2
George,,Approved,,870,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=0FwO9H5mt4k,The Secret World,1
George,,Approved,,865,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=FJImTvuX1aw,Tera,1
George,,Approved,,862,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=tnF8sRRi3Hw,Guild Wars 2,1
George,,Approved,,861,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=bGd9Xhb9tF0,The Secret World,1
George,,Approved,,823,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Z5TMAFRd4aM,Guild Wars 2,1
George,,Approved,,814,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=uYYEvSyCduc,Guild Wars 2,6
George,,Approved,,806,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=kG02O9CXu_M,Guild Wars 2,1
George,,Approved,,800,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=sK1vXGH4wIw,Guild Wars 2,1
George,,Approved,,798,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=zxIV6lnPZq0,The Secret World,1
George,,Approved,,796,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wOnoNoUpztY,The Secret World,2
George,,Approved,,789,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=33fM7PdZAAQ,Guild Wars 2,1
George,,Approved,,787,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Z59jRgq6HNI,Guild Wars 2,3
George,,Approved,,762,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=71J_aKeugAI,Guild Wars 2,1
George,,Approved,,752,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=x9bJYaYoe5Q,The Secret World,1
George,,Approved,,746,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=MPYGvUMdsrA,Guild Wars 2,2
George,,Approved,,719,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=wV4tkbap8gY,The Secret World,1
George,,Approved,,678,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=rBq9gbIXXy8,Guild Wars 2,7
George,,Approved,,675,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ipyCylbPpns,The Secret World,1
George,,Approved,,664,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=yqNOJXpFTN4,Guild Wars 2,1
George,,Approved,,663,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=yY0kmpA0opk,Guild Wars 2,4
George,,Approved,,629,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=hbSgnQZ7UT8,The Secret World,1
Sohaib,,approved,,628,Ayin Maiden,,,www.youtube.com/watch?v=xvG0XA-ebLY,Guild Wars 2,3
George,,Approved,,624,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=j9XozKQzii0,Guild Wars 2,3
George,,Approved,,622,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Ted1dlacjfM,Guild Wars 2,1
George,,Approved,,600,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=FCkkRDZ9Wk8,Guild Wars 2,1
George,,Approved,,586,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=3Tffpw7DsDA,The Secret World,1
George,,Approved,,586,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=5fojiBOViAw,Guild Wars 2,1
George,,Approved,,580,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=MP2ftzadTkg,Guild Wars 2,1
George,,Approved,,576,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=jqJeXuCyO2s,The Secret World,1
George,,Approved,,568,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=fGGbPM3o5wU,Guild Wars 2,5
George,,Approved,,566,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=9tSkJAewpsQ,Guild Wars 2,5
George,,Approved,,562,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=n7quiB-JkzE,Guild Wars 2,4
George,,Approved,,538,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=VfzDwLus5yQ,The Secret World,1
George,,Approved,,537,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=zS2XABgfssM,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,536,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=ngGqHFoag3w,Guild Wars 2,1
Sohaib,,Approved,,535,Ayin Maiden,,,www.youtube.com/watch?v=G9cZgA6x5Gc,Guild Wars 2,1
Sohaib,,Approved,,527,Ayin Maiden,,,www.youtube.com/watch?v=sqjY2Yi2xW8,The Secret World,1
Sohaib,,Approved,,524,Ayin Maiden,,,www.youtube.com/watch?v=HVGng7ciNpw,Guild Wars 2,1
George,,Approved,,518,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=RRQQg0vi_TE,Guild Wars 2,5
George,,Approved,,518,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=22YO5wlmUb8,Guild Wars 2,1
George,,Approved,,512,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=b8NPSuo5lsU,Star Wars: The Old Republic (SWTOR),1
George,,Approved,,506,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=rZixSf7ATEY,Guild Wars 2,6
George,,Approved,,505,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=RbJydZ_uqt4,The Secret World,1
George,,Approved,,491,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=jRHa_9AhvV8,The Secret World,1
Sohaib,,Approved,,460,Ayin Maiden,,,www.youtube.com/watch?v=wIDl26sbPL4,Guild Wars 2,3
George,,Approved,,420,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=Bn33R0i6FLY,Guild Wars 2,4
George,,Approved,,415,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=99G3aTFkXro,Guild Wars 2,3
Sohaib,,Approved,,398,Ayin Maiden,,,www.youtube.com/watch?v=Z1D9__o-F4U,Guild Wars 2,1
George,,Approved,,387,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=RewEOBDtP9o,The Secret World,1
George,,Approved,,386,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=arTSJQbYywI,Guild Wars 2,2
Sohaib,,Approved,,383,Ayin Maiden,,,www.youtube.com/watch?v=kMTSUEpJzZ4,Marvel Heroes,11
George,,Approved,,381,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=-OOLrVuYto8,Guild Wars 2,1
George,,Approved,,345,Ayin Maiden,SG,Singapore,www.youtube.com/watch?v=L9H4bXyV1Gk,Guild Wars 2,2
Sohaib,,Approved,,335,Ayin Maiden,,,www.youtube.com/watch?v=wsDHioHhrd0,Guild Wars 2,2
Sohaib,,Approved,,301,Ayin Maiden,,,www.youtube.com/watch?v=aXLQmfTjL_Y,Guild Wars 2,2
Sohaib,,Approved,,301,Ayin Maiden,,,www.youtube.com/watch?v=pqzl1Lpps14,Guild Wars 2,1
Sohaib,,Approved,,301,Ayin Maiden,,,www.youtube.com/watch?v=XNt2_D1b8nw,Guild Wars 2,1
Sohaib,,Approved,,301,Ayin Maiden,,,www.youtube.com/watch?v=TI7patIhbDM,Guild Wars 2,1
Sohaib,,Approved,,"1,499",Bart Boucher,CA,Canada,www.youtube.com/watch?v=v4gHaMOWXF8,Scarlet Blade,3
Sohaib,,Approved,,"1,346",Bart Boucher,CA,Canada,www.youtube.com/watch?v=6t2v5lUkVno,Age of Wushu,3
Sohaib,,Approved,,846,Bart Boucher,CA,Canada,www.youtube.com/watch?v=MRFGqplqkNo,Forsaken World,1
Sohaib,,Approved,,604,Bart Boucher,CA,Canada,www.youtube.com/watch?v=LOViaJZAgPU,Forsaken World,2
Sohaib,,Approved,,566,Bart Boucher,CA,Canada,www.youtube.com/watch?v=J7upnazqVFE,Scarlet Blade,1
Sohaib,,Approved,,544,Bart Boucher,CA,Canada,www.youtube.com/watch?v=DmPnViRU5dU,Tera,1
Sohaib,,Approved,,383,Bart Boucher,CA,Canada,www.youtube.com/watch?v=8ibeM9w98fI,Age of Wushu,1
Sohaib,,Approved,,368,Bart Boucher,CA,Canada,www.youtube.com/watch?v=vj-O3GBp5ds,Tera,2
Sohaib,,Approved,,268,Bart Boucher,CA,Canada,www.youtube.com/watch?v=d-1-tX3YZdE,Age of Wushu,1
Sohaib,,Approved,,255,Bart Boucher,CA,Canada,www.youtube.com/watch?v=lS_ZQieuWlc,Forsaken World,1
Sohaib,,Approved,,242,Bart Boucher,CA,Canada,www.youtube.com/watch?v=HzfajLEqC8A,Tera,1
Sohaib,,Approved,,205,Bart Boucher,CA,Canada,www.youtube.com/watch?v=dtIqmhCeoPI,Tera,7
Sohaib,,Approved,,181,Bart Boucher,CA,Canada,www.youtube.com/watch?v=L8pSx0LK2LM,Tera,1
Sohaib,,Approved,,160,Bart Boucher,,,www.youtube.com/watch?v=wLBaAbTyBvw,Age of Wushu,1
Sohaib,,Approved,,148,Bart Boucher,CA,Canada,www.youtube.com/watch?v=trnJ9v-W19w,Scarlet Blade,1
Sohaib,,Approved,,137,Bart Boucher,CA,Canada,www.youtube.com/watch?v=imAObPjX6oE,Scarlet Blade,1
Sohaib,,Approved,,135,Bart Boucher,CA,Canada,www.youtube.com/watch?v=xvWWQqi4ONg,Age of Wushu,1
Sohaib,,Approved,,64,Bart Boucher,,,www.youtube.com/watch?v=teJ9kdVf68Q,Age of Wushu,1
Sohaib,,Approved,,54,Bart Boucher,CA,Canada,www.youtube.com/watch?v=Yo2E_m5o_lk,Forsaken World,1
Sohaib,,Approved,,53,Bart Boucher,CA,Canada,www.youtube.com/watch?v=2hrxok81zeQ,Scarlet Blade,1
Sohaib,,Approved,,"1,704",Bedi,TH,Thailand,www.youtube.com/watch?v=D4qOaI0ISMs,Minecraft,6
Sohaib,,Approved,,"1,512",Bedi,TH,Thailand,www.youtube.com/watch?v=RItv3EeHiTo,Minecraft,3
Sohaib,,Approved,,"1,189",Bedi,TH,Thailand,www.youtube.com/watch?v=mm2bFxLWZE8,Minecraft,3
Sohaib,,Approved,,623,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=bhqoTCuqeuM,Path of Exile,3
Sohaib,,Approved,,478,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=3cUDErf3LM4,League of Legends,1
Sohaib,,Approved,,333,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=lEBHOHMuhL8,Defiance,3
Sohaib,,Approved,,269,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=eS4tGKiOPFg,League of Legends,1
Sohaib,,Approved,,244,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=SOIc1MAP3g8,Ghost Recon,6
Sohaib,,Approved,,226,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=PsNZuF-Y_qg,Panzar,1
Sohaib,,Approved,,206,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=1hVfEIzMy6o,League of Legends,1
Sohaib,,Approved,,201,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=J44YziJlvCo,League of Legends,2
Sohaib,,Approved,,187,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=tG7oEb-umlM,Ghost Recon,5
Sohaib,,Approved,,146,Better Gamer Zone,UK,United Kingdom,www.youtube.com/watch?v=HkfPkEevknI,Defiance,2
